Impact
bypass authentication
gain access to other user accounts
obtain the physical location of cached content
open the content in the Local Computer Zone
use compiled HTML help
execute arbitrary programs
obtain NTLM credentials
obtain the password
read the source code for executable web server programs
the files to be parsed
execute arbitrary commands
modify the permissions
denial of service
denial of service
overwrite arbitrary files using stored procedures
read arbitrary files
gain root privileges
gain root privileges
access sensitive information such as environment variables
gain root privileges
denial of service
gain SYSTEM privileges
gain administrator level access
denial of service
denial of service
denial of service
read arbitrary files
dot dot
execute arbitrary commands
execute arbitrary commands
execute arbitrary commands
execute arbitrary commands
execute arbitrary commands
denial of service
gain privileges of other users
execute arbitrary commands
execute arbitrary commands
bypass program execution restrictions
determine the physical path of server files
denial of service
gain root privileges
change the configuration of a Kerberos server running at an elevated privilege
gain additional privileges
specify an alternate proxy using the
generate false proxy responses
gain privileges
denial of service
execute arbitrary commands
overwrite arbitrary files
read arbitrary files
dot dot
read arbitrary files
denial of service using the SMTP AUTH command
kill an arbitrary process
denial of service
read arbitrary files
dot dot
execute arbitrary PHP commands
gain privileges
execute arbitrary commands
read
modify the SNMP community strings
obtain sensitive information
modify network configuration
modify arbitrary Microsoft Transaction Server
MTS
gain privileges
access to the controller to install malicious programs
denial of service
denial of service
execute arbitrary commands
gain access to the database
denial of service
gain root privileges
escape the FTP root
read arbitrary files
dot dot
denial of service
guess passwords without detection
denial of service
denial of service
overwrite arbitrary files
execute arbitrary commands
gain root privileges
retains access to the child's address space
denial of service
hang
bypass access control restrictions for a jail environment
gain additional privileges
denial of service
denial of service
execute arbitrary commands
corrupt memory
read other users' PalmOS backup information
use
read files outside of the CODEBASE context
overwrite arbitrary files
denial of service
execute arbitrary commands
modify the contents of a file without detection
break the web of trust
modify critical data in memory
read arbitrary files
dot dot
read arbitrary files
dot dot
execute arbitrary commands
obtain sensitive information such as system logs and cluster configurations
read arbitrary files
overwrite arbitrary files
denial of service
gain access to application keys
bypass access restrictions
denial of service
specify arbitrary modules
gain privileges
denial of service
execute arbitrary commands
delete arbitrary mailing list users without authentication
gain root privileges
easily guess the SiteKey
gain administrative privileges to phpWebLog
read arbitrary files from the client
File Upload
execute arbitrary ActiveX controls
read arbitrary files
read client files
gain root privileges
gain root privileges
overwrite arbitrary files
denial of service
denial of service
application crash
execute arbitrary commands
execute arbitrary commands
execute arbitrary commands
gain Owner privileges
removes the Owner password
log in as the Owner account without a password
decrypt the passwords
"bypass the ""lock server"" security setting"
overwrite files owned
denial of service
denial of service
hang
bypass
htaccess access restrictions
use those access controls on the
create
overwrite arbitrary files
gain root privileges
execute arbitrary commands
execute arbitrary commands
execute arbitrary commands
overwrite arbitrary files
execute arbitrary commands
overwrite arbitrary files
overwrite files
overwrite arbitrary files
overwrite arbitrary files
overwrite arbitrary files
denial of service
resource exhaustion
system crash
denial of service
read arbitrary files
dot dot
gain privileges
overwrite arbitrary files
execute arbitrary Java code
denial of service
execute arbitrary code
bypass specified access restrictions
gain privileges
denial of service
execute arbitrary commands
denial of service
execute arbitrary commands
overwrite arbitrary files
overwrite arbitrary files
obtain the administrator password to sniff the administrator password
execute arbitrary commands
modify sensitive information
insert and execute CGI programs
denial of service
execute malicious Java applets
overwrite arbitrary files
overwrite arbitrary files
overwrite arbitrary files
overwrite arbitrary files
overwrite arbitrary files
overwrite arbitrary files
execute arbitrary commands on an SSH server or client
execute arbitrary commands
denial of service
memory allocation error
execute arbitrary commands
execute commands in Internet Explorer
read arbitrary files
execute arbitrary commands
creates session transcripts
denial of service
recover the passwords and read the compressed folders
execute arbitrary commands
execute attachments
execute arbitrary commands
conduct arbitrary port forwarding to other systems
physical access to a Palm device
bypass access restrictions
obtain passwords
quickly compile information that will let them decrypt messages
mount brute force attacks
spoof or hijack TCP connections
spoof or hijack TCP connections
denial of service
execute arbitrary commands
gain privileges
denial of service
execute arbitrary commands
execute arbitrary commands
overwrite arbitrary files
read arbitrary files
denial of service
execute arbitrary commands
denial of service
execute arbitrary commands
execute arbitrary commands
denial of service
execute arbitrary commands
denial of service
resource exhaustion
gain root privileges
denial of service
steal passwords
gain privileges
list contents of the WEB-INF directory
execute arbitrary commands
execute arbitrary commands
denial of service
bypass access restrictions
appear to be part of an established connection
denial of service
crash when a user views the packet
denial of service
connect to the router's IP address
read arbitrary files
dot dot
execute arbitrary commands
denial of service
crash
read arbitrary commands
dot dot
gain privileges
execute arbitrary commands
brute force authentication
execute arbitrary commands
gain privileges
execute arbitrary commands
gain privileges
read the first 16 bytes of files that are accessible
execute arbitrary commands
execute arbitrary commands
read arbitrary files
dot dot
obtain the physical path of the server
execute arbitrary SQL queries
read arbitrary files
dot dot
gain read-write access
administrative privileges
denial of service
read arbitrary files
dot dot
read arbitrary files
dot dot
execute arbitrary commands
gain privileges
denial of service
execute arbitrary commands
read arbitrary files
dot dot
read arbitrary files
dot dot
read arbitrary files
dot dot
execute commands
execute arbitrary commands
read arbitrary files
read arbitrary files
execute arbitrary commands
read arbitrary files
dot dot
execute arbitrary commands
denial of service
gain root privileges
gain root privileges
overwrite and create arbitrary files
execute arbitrary commands
obtain the absolute pathname of the server
execute arbitrary commands
read arbitrary files
dot dot
denial of service
execute arbitrary commands
read arbitrary files
gain privileges
gain privileges
read arbitrary files
read arbitrary files
denial of service
execute arbitrary commands
execute arbitrary SQL queries
gain privileges
read crontab files of other users
execute arbitrary commands
denial of service
bypass Security Zone restrictions
denial of service
automatically execute macros without warning the user
gain root privileges
execute arbitrary commands
read certain files
execute arbitrary commands
read server-side include files
read certain files on the client
execute arbitrary commands
execute arbitrary commands
execute arbitrary commands
list arbitrary directories under the web server root
denial of service
denial of service
dot dot
read arbitrary files and directories
dot dot
obtain the real pathname of the server
list arbitrary directories
denial of service
execute arbitrary commands
execute arbitrary commands
denial of service
recover a SUN-DES-1 magic
decrypt that user's private key file
crash the server
execute arbitrary code
recover the text of encrypted files
execute arbitrary commands
read file attributes outside of the web root
obtain NETBIOS credentials
send the credentials to the host that owns the share
sniff the connection
create files in arbitrary locations
gain privileges
gain privileges
gain root privileges
bypass authentication
denial of service in the telnet and web management interfaces
execute arbitrary commands
read arbitrary files
dot dot
to be sent in cleartext
execute arbitrary commands
denial of service
execute arbitrary commands
determine the physical path of the server
denial of service
execute arbitrary commands
gain privileges
gain root privileges
execute arbitrary commands
gain privileges
denial of service
execute arbitrary commands
read arbitrary files
dot dot
denial of service
execute arbitrary commands
denial of service
execute arbitrary commands
read arbitrary files
dot dot
denial of service
system panic
spoof or hijack TCP connections
gain privileges of other users
execute joe from that directory
obtain user passwords
execute arbitrary commands
modify a user's email address
obtain the password
read arbitrary files
dot dot
read arbitrary files
dot dot
list directory contents
possibly read files
execute arbitrary commands
read arbitrary files
dot dot
denial of service
execute arbitrary commands
denial of service
execute arbitrary commands
delete logs
overwrite other files
execute arbitrary commands
denial of service
execute arbitrary commands
determine the physical path of the server
read arbitrary files
dot dot
read arbitrary files
dot dot
read arbitrary files
dot dot
execute arbitrary commands
execute arbitrary commands
access the file that was created for the program
denial of service
impacts security-sensitive scripts
gain
unauthorized access to an OmniBack client
read source code for JSP files
bypass WebSphere processing
denial of service
continuously send pings
echo requests
denial of service
execute arbitrary commands
bypass the password mechanism
read kernel memory
gain privileges
gain privileges
track and modify a running setuid process
execute arbitrary commands
execute arbitrary SQL queries
read arbitrary files
gain PHP administrator privileges
dot dot
read arbitrary files
denial of service
application crash
denial of service
lower its MTU when transmitting to the other host
denial of service
prevents the host from establishing any additional UDP connections
crash
denial of service
execute arbitrary commands
read arbitrary files
retrieve sensitive data from memory allocation pools
denial of service
session hijacking
disruption
execute arbitrary commands
"access sensitive information, including the database username and password"
execute arbitrary commands
read certain files on the client
execute arbitrary commands
dot dot
denial of service
enumerate Guest accounts in trusted domains
denial of service
denial of service
spoof trusted web sites
display a URL in the
execute malicious script code against a user's mailbox
execute arbitrary commands
gain privileges
prevent idle Telnet sessions
denial of service
denial of service
determine the existence of user accounts such as Guest
log in to the server without specifying the domain name
denial of service
crash
execute arbitrary commands
execute arbitrary commands
make a certain system call that allows the user
terminate a Telnet session
denial of service
obtain the WEP encryption key
should be write-only
gain root privileges
denial of service
access arbitrary files
send anonymous email
spam
execute arbitrary code
execute arbitrary code
read arbitrary files
dot dot
decrypt
alter traffic
denial of service
execute arbitrary code
Use Microsoft Viewer
allow executables in HTML content
obtain root access
denial of service
read certain files
dot dot
obtain root access
run arbitrary commands
access otherwise restricted information
gain administrative access
gain access to sensitive information
bypass access restrictions
denial of service
brute force attack the pre-shared keys
denial of service
recover potentially sensitive information
obtain higher access rights
write access
determine the private signature key
gain privileges on the application
modify banner ad URLs
corrupt arbitrary files
denial of service
denial of service
gain privileges
denial of service
determine the real path of the server
denial of service
crash the server
denial of service
denial of service
the license limits
denial of service
conduct brute force password guessing
obtain sensitive information such as system status
denial of service
execute arbitrary commands
bypass user warnings of an executable attachment
execute arbitrary commands
read source code for Javabean files
execute arbitrary commands
execute arbitrary commands
bypass access restrictions
create arbitrary files as root
read arbitrary files
dot dot
bypass access restrictions for an FTP server
overwrite arbitrary files
modify arbitrary files
gain privileges
dot dot
that are embedded in
execute arbitrary commands
modify files being edited by other users
denial of service
execute arbitrary commands
denial of service
drop all connections to the source address of the packet
gain privileges
denial of service
hang
denial of service
execute arbitrary commands
gain access to other accounts
read files that are being processed
overwrite arbitrary files
read arbitrary contents of the content database
execute arbitrary commands
read arbitrary files
dot dot
core dump in the root directory
release sensitive information such as shadowed passwords
fill the disk partition
execute arbitrary commands
execute arbitrary code
execute arbitrary commands with the kmem group id
gain privileges to AdCycle
verify login information
gain privileges
denial of service
denial of service
denial of service
execute arbitrary commands
denial of service
execute arbitrary commands
modify arbitrary files
denial of service
obtain access to the entire key
capturing the passphrases of other share holders as they authenticate
execute arbitrary commands
dot dot
reference the program
upload arbitrary files without authentication
modify System Preferences
execute arbitrary commands
denial of service
execute arbitrary commands
execute arbitrary commands
denial of service
execute arbitrary code
denial of service
execute arbitrary commands
connect to the router
obtain sensitive information
read source code
denial of service
execute arbitrary commands
denial of service
execute arbitrary commands
delete arbitrary files
list arbitrary directories
dot dot
bypass authentication
gain privileges
obtain the real pathname of the server
read arbitrary files
dot dot
read arbitrary files
modified dot dot
modify its configuration
denial of service
memory exhaustion
execute arbitrary commands
gain root privileges
denial of service
memory exhaustion
read files
execute commands
read arbitrary files
dot dot
read arbitrary files
dot dot
execute arbitrary commands
obtain sensitive information
read arbitrary files
dot dot
read arbitrary files
modified dot dot
gain root privileges
denial of service
gain root privileges
compromise accounts without detection
denial of service
crash
execute arbitrary commands
overwrite arbitrary files
execute arbitrary PHP code
execute arbitrary commands
command execution
execute arbitrary code
dot dot
execute arbitrary code
dot dot
read arbitrary files
modified dot dot
bypass specified access control restrictions
denial of service
execute arbitrary commands
use the firewall as a proxy
access internal web resources
modify configuration information
denial of service
execute arbitrary commands
denial of service
denial of service
denial of service
execute arbitrary commands
execute arbitrary code
access files outside the ftp root
determine the physical path of the server
denial of service
execute arbitrary code
view files outside of the web root
dot dot
gain privileges
obtain the keys
perform dynamic DNS updates
denial of service
gain privileges
RELOAD
execute arbitrary commands
automatically execute macros without warning the user
modify the login password of other users
denial of service
use incorrect credentials
gain privileges
conduct activities such as mail relaying
denial of service
memory exhaustion
gain system privileges
gain privileges
denial of service
restart
denial of service
denial of service
obtain sensitive information such as WEP keys
denial of service
gain access to the network
denial of service
denial of service
denial of service
denial of service
circumvent HTML SCRIPT filtering
circumvent filtering of SCRIPT tags
circumvent HTML SCRIPT filtering
gain privileges
bypass filtering of requests made to SecureIIS
use restricted variables
vulnerable programs that would otherwise be protected
send arbitrary length strings
gain privileges
gain privileges
gain additional privileges
obtain the password
gain privileges
delete any file named 'cookies'
bypass file blocking and content inspection
gain root privileges
denial of service
execute arbitrary commands
conduct upload
read
execute files
bypass authentication
execute arbitrary commands
local authorization is being used
execute arbitrary commands
denial of service
memory exhaustion
RDP
execute arbitrary commands
execute arbitrary code through the functions
denial of service
memory exhaustion
denial of service
hang
denial of service
crash
denial of service
resource exhaustion
denial of service
resource exhaustion
gain privileges
obtain the passwords
execute arbitrary commands
execute arbitrary code
execute arbitrary commands
gain access to accounts with short password fields
execute arbitrary commands
read world-readable files
dot dot
attack
overwrite other users' files
view arbitrary files
dot dot
denial of service
gain additional privileges
correct the error
gain additional privileges
read arbitrary files
